# Program:featureCounts v1.5.1; Command:"featureCounts" "-a" "cufflinks_assemble/star/merged.gtf" "-t" "exon" "-s" "2" "-p" "-B" "-C" "-T" "24" "-o" "cufflinks_counts/star/feature_counts.tsv" "align/star/inplanta-3KO-020.bam" "align/star/inplanta-3KO-021.bam" "align/star/inplanta-3KO-022.bam" "align/star/inplanta-3KO-023.bam" "align/star/inplanta-Pf2-024.bam" "align/star/inplanta-Pf2-025.bam" "align/star/inplanta-Pf2-026.bam" "align/star/inplanta-Pf2-027.bam" "align/star/inplanta-SN15-016.bam" "align/star/inplanta-SN15-017.bam" "align/star/inplanta-SN15-018.bam" "align/star/inplanta-SN15-019.bam" "align/star/invitro-3KO-004.bam" "align/star/invitro-3KO-005.bam" "align/star/invitro-3KO-006.bam" "align/star/invitro-3KO-007.bam" "align/star/invitro-Pf2-008.bam" "align/star/invitro-Pf2-009.bam" "align/star/invitro-Pf2-010.bam" "align/star/invitro-Pf2-011.bam" "align/star/invitro-SN15-000.bam" "align/star/invitro-SN15-001.bam" "align/star/invitro-SN15-002.bam" "align/star/invitro-SN15-003.bam" 
Geneid	Chr	Start	End	Strand	Length	align/star/inplanta-3KO-020.bam	align/star/inplanta-3KO-021.bam	align/star/inplanta-3KO-022.bam	align/star/inplanta-3KO-023.bam	align/star/inplanta-Pf2-024.bam	align/star/inplanta-Pf2-025.bam	align/star/inplanta-Pf2-026.bam	align/star/inplanta-Pf2-027.bam	align/star/inplanta-SN15-016.bam	align/star/inplanta-SN15-017.bam	align/star/inplanta-SN15-018.bam	align/star/inplanta-SN15-019.bam	align/star/invitro-3KO-004.bam	align/star/invitro-3KO-005.bam	align/star/invitro-3KO-006.bam	align/star/invitro-3KO-007.bam	align/star/invitro-Pf2-008.bam	align/star/invitro-Pf2-009.bam	align/star/invitro-Pf2-010.bam	align/star/invitro-Pf2-011.bam	align/star/invitro-SN15-000.bam	align/star/invitro-SN15-001.bam	align/star/invitro-SN15-002.bam	align/star/invitro-SN15-003.bam
XLOC_009119	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	317022;317022;317022;317277;317870;317870;317870;317883;318272;318272;318565;318565;318565;318565;319920;319920;319920	317828;317815;317815;317815;318510;318220;318220;318510;318510;318510;319871;318698;319869;319871;320228;320133;320101	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3064	147	190	222	141	228	309	261	265	362	405	363	384	66652	53636	54963	67011	16171	9600	12884	10832	24135	28107	16301	52857
XLOC_009120	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	323475;324398;325931;325931;327163;328420;328420;329815	325865;325865;326295;328372;328372;329723;329757;329855	-;-;-;-;-;-;-;-	6212	832	842	1326	849	385	465	598	558	2132	1782	1702	2572	1675	2077	1610	1752	2534	1939	2282	2150	1919	2729	2130	1658
XLOC_009121	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	331562;331701;333522;333522;333586;333586;333986;334252;334252;334542;334544	333455;333455;333533;333533;333663;334204;334204;334467;334469;334601;334662	-;-;-;-;-;-;-;-;-;-;-	2864	625	670	907	875	139	226	210	170	1245	1514	1518	1275	4332	3118	3418	2638	2364	1990	2083	2283	1864	2062	1678	1833
XLOC_009122	scaffold_018;scaffold_018;scaffold_018	335080;336120;336415	336070;336367;336717	-;-;-	1542	10	17	15	13	1	32	41	4	6	8	4	3	5	0	0	1	0	0	1	0	0	0	0	0
XLOC_009123	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	337340;337499;338457;338791;338880	337448;338408;338741;338851;339002	-;-;-;-;-	1488	6	22	20	24	4	38	39	4	0	7	0	1	10	7	6	5	3	3	0	3	2	7	5	15
XLOC_009124	scaffold_018;scaffold_018	343783;344912	344863;345180	-;-	1350	91	177	140	178	16	306	240	26	24	46	21	35	25	25	18	14	30	12	24	15	24	30	15	36
XLOC_009125	scaffold_018	352504	353538	-	1035	46	33	43	28	38	40	50	19	89	147	101	121	567	698	497	896	280	382	280	328	178	214	188	232
XLOC_009126	scaffold_018;scaffold_018;scaffold_018;scaffold_018	354280;354310;354663;354667	354605;354605;354756;354700	-;-;-;-	420	3	5	6	4	8	15	19	9	56	57	107	64	15	25	5	30	205	434	136	348	32	9	19	23
XLOC_009127	scaffold_018;scaffold_018	355555;355692	355630;355804	-;-	189	1	0	3	0	1	0	0	0	1	1	3	1	0	0	1	0	1	2	3	0	0	0	1	0
XLOC_009128	scaffold_018	356078	357256	-	1179	20	17	20	10	5	7	9	2	25	14	14	21	12	16	10	8	7	6	16	2	4	6	11	1
XLOC_009129	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	361183;361183;361183;361247;361459;361459;361459;361460;361744;361744;361774;361777	361381;361381;361382;361381;361659;361626;361656;361626;362103;362061;362094;362103	-;-;-;-;-;-;-;-;-;-;-;-	761	1191	1196	1663	1180	376	607	728	568	2654	2416	2256	3050	2897	2792	2577	2269	3170	2972	2782	3323	3271	3933	2729	3325
XLOC_009130	scaffold_018;scaffold_018	367657;368147	368089;368352	-;-	639	230	174	211	147	72	100	128	70	289	617	360	449	598	606	512	471	532	382	463	487	496	671	466	383
XLOC_009131	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	371209;371400;371806;371806;372301;372301;372421;372427;372505;372505;372883;372883	371746;371746;372250;372250;372371;372371;372457;372457;372801;372801;373125;374278	-;-;-;-;-;-;-;-;-;-;-;-	2784	41	41	52	35	83	76	59	49	47	57	77	63	326	211	239	164	122	74	108	86	131	174	99	229
XLOC_009132	scaffold_018;scaffold_018;scaffold_018;scaffold_018	376591;376655;377006;377006	376921;376924;377201;377154	-;-;-;-	530	31	25	45	38	18	34	37	13	64	66	68	98	137	198	108	162	207	121	190	149	150	66	143	103
XLOC_009133	scaffold_018;scaffold_018	392041;393224	393170;393293	-;-	1200	342	522	701	596	158	114	156	51	1295	1281	1133	1099	431	312	367	289	316	310	267	300	232	208	249	253
XLOC_009134	scaffold_018;scaffold_018;scaffold_018	394949;395986;397051	395940;398778;398625	-;-;-	3785	230	235	356	259	160	151	191	110	589	522	516	620	462	415	349	412	443	461	414	491	402	375	444	469
XLOC_009135	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	399689;399868;400188;400188;400329;400329;400467;400467;401209;401209;401656;401658;401738;401741	400136;400136;400277;400277;400416;400416;401154;401154;401605;401607;401686;401689;401821;404631	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4641	61	82	88	54	19	29	21	3	100	106	77	96	90	53	71	30	48	55	41	54	62	40	35	27
XLOC_009136	scaffold_018;scaffold_018	408405;408828	408769;409113	-;-	651	3	4	5	4	0	5	2	11	12	35	16	14	36	36	16	31	21	25	25	18	65	46	58	22
XLOC_009137	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	410117;410117;410117;410117;410117;410117;410301;410301;410718;410933;410933;410933;410933;410933;410933;410933;410934;411507;411507;411507;411508;411509;411510;411526;411535	410662;410662;410663;410662;410662;410662;410662;410662;410852;411454;411454;411455;411482;411473;411457;411456;411454;411618;411618;412613;411626;411610;411603;411543;412610	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2339	446	408	804	531	134	131	253	208	1554	1496	1239	1574	1253	1402	1330	884	732	505	657	510	1142	860	659	1132
XLOC_009138	scaffold_018;scaffold_018	413609;414266	414206;414534	-;-	867	219	191	317	234	80	110	168	134	558	502	471	633	265	336	221	332	558	408	490	387	420	382	471	223
XLOC_009139	scaffold_018	416911	418458	-	1548	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	3	35	10	23	18	5	2	3	1
XLOC_009140	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	418732;419647;420268;420359;420504	419583;420215;420308;420448;420583	-;-;-;-;-	1632	151	152	271	157	49	76	101	46	352	372	388	546	66	106	51	79	138	129	153	104	83	112	83	63
XLOC_009141	scaffold_018	421464	423716	-	2253	166	163	199	180	65	113	97	57	400	402	403	471	110	198	116	148	170	186	167	164	121	113	107	74
XLOC_009142	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	428346;428465;429046;429046;429251;429251;429380;429430	428994;428994;429203;429203;429371;429354;429889;430344	-;-;-;-;-;-;-;-	1893	36	13	53	41	4	1	14	1	126	90	308	209	3	4	1	5	1	0	4	9	7	0	2	2
XLOC_009143	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	430923;430923;430923;430939;431666;431666;431666;431666;431936;432015;432015;432015;432015;433349;433349;433349;434279;434308;434308	431633;431633;431633;431633;431711;431966;431966;431966;431966;433297;433305;433305;433305;434253;434250;434209;434452;434452;434452	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3382	281	322	451	329	134	117	178	80	693	786	693	782	314	316	244	203	191	191	210	252	421	365	438	268
XLOC_009144	scaffold_018	436548	437165	-	618	1	0	0	3	6	1	2	0	24	11	4	4	1	1	0	0	1	0	0	0	3	4	0	3
XLOC_009145	scaffold_018;scaffold_018	437632;439151	439094;439418	-;-	1731	200	268	262	186	449	443	702	324	4055	1609	799	769	240	1190	342	182	248	246	255	423	1068	2815	794	1810
XLOC_009146	scaffold_018	439631	441181	-	1551	3539	2923	5852	4702	707	498	943	478	8636	8616	8828	9148	102	161	118	148	496	200	505	221	79	52	95	70
XLOC_009147	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	445361;445361;445361;445361;446195;446195;446195;446195;447154;447154;447154;447769;451718;451718;451718;451718;451845;451845;451845;451845;452159;452159;452160;452161;453235;453471;453471;453471;453471;454380;454380;454380;454380	446144;446144;446144;446144;447046;447046;446238;447046;451659;451659;451659;451659;451784;451784;451784;451784;452053;452053;452055;452054;452225;453424;453424;453424;453424;454328;454328;454328;454328;454417;455885;455885;455885	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10050	1358	1097	1683	1225	620	870	1147	982	3117	2884	2627	3380	2234	2393	1939	2123	3031	2895	2894	2714	2326	2260	2338	1818
XLOC_009148	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	461076;461217;462118;462118;462426;462426;462599;462601	462057;462057;462379;462359;462548;462550;463145;463692	-;-;-;-;-;-;-;-	2463	100	182	122	165	129	128	127	51	111	155	125	156	23	26	19	29	19	8	31	21	11	17	18	10
XLOC_009149	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	463952;464877;465046;465624;465845;466536;466906;467251;467372;467440;468002;468107;468254;468407	464829;464992;465575;465796;466484;466846;467201;467328;467390;467944;468056;468194;468359;468493	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009150	scaffold_018;scaffold_018;scaffold_018	469238;469475;470061	469425;470012;470102	-;-;-	768	4	5	6	3	1	6	5	3	4	9	8	12	1	1	1	1	1	2	0	3	1	1	4	2
XLOC_009151	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	480862;481395;485026;485026;485184;485190;486758;486777	484971;484971;485141;485135;486643;486662;486985;487182	-;-;-;-;-;-;-;-	6130	1276	1324	1998	1403	936	1135	1435	843	5162	3901	4498	4354	1939	3650	2101	3325	3418	2120	3242	2006	4798	4597	5000	3760
XLOC_009152	scaffold_018;scaffold_018	488449;489684	489635;489798	-;-	1302	83	105	185	140	47	44	48	36	334	335	307	409	311	309	307	260	423	380	435	433	295	403	343	341
XLOC_009153	scaffold_018;scaffold_018;scaffold_018	490880;491129;491913	491068;491850;492054	-;-;-	1053	1	2	5	1	6	42	15	15	2	5	6	6	894	26	863	31	14	9	20	29	73	142	26	132
XLOC_009154	scaffold_018;scaffold_018	493044;493141	493085;494796	-;-	1698	1	1	0	6	1	4	6	7	2	7	6	4	128	50	160	33	20	13	16	16	44	45	36	72
XLOC_009155	scaffold_018;scaffold_018;scaffold_018	498678;499364;499560	499313;499506;500397	-;-;-	1617	0	2	0	0	0	0	0	0	2	3	1	1	552	2	476	1	4	12	6	9	2	1	0	0
XLOC_009156	scaffold_018	508761	510110	-	1350	1	3	1	1	0	0	0	1	4	7	20	16	7	17	2	16	16	7	10	16	58	38	92	26
XLOC_009157	scaffold_018;scaffold_018	511424;512469	512404;512513	-;-	1026	46	45	60	48	14	52	34	44	165	158	179	137	4542	2588	4684	1905	397	154	331	208	2093	2559	1149	3628
XLOC_009158	scaffold_018;scaffold_018	516398;517119	517068;517182	-;-	735	191	208	284	194	98	119	172	133	426	423	420	486	1928	2646	1911	1994	1369	1837	1047	1705	1262	1383	1234	1464
XLOC_009159	scaffold_018	525946	526644	-	699	5	9	7	4	5	5	1	6	16	10	9	15	12	16	21	11	17	33	16	33	22	25	15	24
XLOC_009160	scaffold_018	526949	529417	-	2469	523	478	784	565	222	306	381	258	1224	1073	1179	1442	1035	1139	994	1030	1028	954	949	938	1020	888	1021	1027
XLOC_009161	scaffold_018;scaffold_018;scaffold_018	530046;531410;531833	531358;531772;531887	-;-;-	1731	495	414	775	543	244	345	444	395	1233	1314	1214	1331	1471	1397	1238	1095	1094	1196	1105	1247	1404	1334	1214	1344
XLOC_009162	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	533476;533476;534393;534425;534477	533486;533486;536084;536084;535850	-;-;-;-;-	1703	6179	6181	8554	8393	517	329	394	258	10237	11453	13473	10998	15	40	33	36	2	7	6	2	65	59	52	64
XLOC_009163	scaffold_018	536898	537814	-	917	2	4	4	3	1	0	3	2	7	8	6	6	3	0	4	1	0	0	2	4	0	1	0	1
XLOC_009164	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	538408;538496;540387;540387;541269;541269;542223	540280;540280;541209;541209;542153;541531;542704	-;-;-;-;-;-;-	4063	2190	2056	2618	2118	1037	1242	1653	1311	5515	4376	4306	5190	574	879	610	681	1491	1981	1437	1558	559	409	496	537
XLOC_009165	scaffold_018	547628	548575	-	948	1	0	1	0	0	4	0	0	0	14	2	0	59	42	49	20	9	8	5	12	21	9	20	11
XLOC_009166	scaffold_018	549163	550191	-	1029	103	55	78	73	107	150	161	85	124	331	157	170	1786	1878	1610	1513	810	440	603	585	944	939	766	865
XLOC_009167	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	553195;554336;556180;556482;556482	553863;556433;556433;557058;556725	-;-;-;-;-	3344	332	430	609	435	138	214	204	161	921	862	852	985	939	1833	977	1552	1913	1104	1380	1202	2639	2065	2193	2039
XLOC_009168	scaffold_018;scaffold_018;scaffold_018	559743;559853;560259	559799;560199;560691	-;-;-	837	213	200	349	262	79	128	130	85	493	508	575	550	306	562	373	689	391	259	388	238	205	230	268	257
XLOC_009169	scaffold_018	561233	563023	-	1791	36	31	85	53	51	56	81	74	143	128	150	184	75	45	45	41	96	97	82	68	36	60	35	34
XLOC_009170	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	563578;563578;563578;564474;564474;564474	564412;564422;564420;564533;564530;564544	-;-;-;-;-;-	916	8	33	28	34	8	15	11	6	52	34	42	28	43	50	34	36	27	31	21	22	27	16	25	12
XLOC_009171	scaffold_018;scaffold_018	566132;566653	566555;566738	-;-	510	4	1	0	6	2	4	9	5	2	3	1	4	1	5	0	4	3	3	6	3	0	1	1	2
XLOC_009172	scaffold_018;scaffold_018	568464;569523	569475;569815	-;-	1305	0	0	1	0	0	1	2	3	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0
XLOC_009173	scaffold_018;scaffold_018;scaffold_018;scaffold_018	570964;571207;571475;571891	571110;571415;571784;571953	-;-;-;-	729	1	1	2	0	3	4	4	9	2	1	3	0	1	0	2	0	2	5	1	0	3	4	2	0
XLOC_009174	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	572174;572365;576154;576154;577092	576096;576096;576996;576963;577264	-;-;-;-;-	4939	355	420	527	387	166	156	249	165	927	790	843	1043	602	741	595	700	1227	1031	1195	1061	759	817	800	653
XLOC_009175	scaffold_018;scaffold_018	577457;579189	579127;579428	-;-	1911	414	332	500	356	144	223	274	198	812	673	707	994	1223	951	1069	701	916	672	679	854	730	701	596	711
XLOC_009176	scaffold_018	581186	583990	-	2805	45	63	55	51	35	41	30	23	72	92	101	119	38	39	40	23	25	27	20	47	22	35	21	17
XLOC_009177	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	584894;585261;585364;585364;586307;586307;586817;587919;587919	585314;585314;586244;586244;586556;587847;587847;588003;588365	-;-;-;-;-;-;-;-;-	3290	176	83	171	107	70	87	103	223	221	288	280	388	794	666	569	443	353	557	364	612	462	532	347	373
XLOC_009178	scaffold_018;scaffold_018	588542;588695	588643;591445	-;-	2853	587	575	773	523	206	292	412	277	1462	1272	1294	1619	2689	2878	2507	2319	3395	3721	3066	3859	2532	2663	2512	2322
XLOC_009179	scaffold_018	591606	593723	-	2118	99	127	144	133	54	78	106	63	231	249	298	418	339	391	295	397	215	453	205	372	165	157	158	134
XLOC_009180	scaffold_018	598626	599054	-	429	0	1	0	1	0	2	1	0	2	1	0	1	11	4	9	4	5	5	5	6	2	4	1	1
XLOC_009181	scaffold_018	599215	599991	-	777	0	0	0	0	1	1	3	5	0	1	2	1	13	7	15	1	8	14	5	10	4	0	1	1
XLOC_009182	scaffold_018	600586	601062	-	477	2	0	0	0	0	1	0	1	0	5	0	4	9	7	11	5	9	17	10	7	6	4	12	3
XLOC_009183	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	604228;604615;604629;605181;605181	604562;605121;605121;605734;605503	-;-;-;-;-	1396	745	693	1054	820	367	411	590	449	1616	1448	1531	2057	800	892	706	755	1748	889	1653	1012	924	845	1124	786
XLOC_009184	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	612202;612202;612467;612680;612680;612680;613508;613625;613638;613788;613788;614042;614042	612629;612629;612629;613431;613433;613433;613606;613733;613733;613987;613987;614836;614444	-;-;-;-;-;-;-;-;-;-;-;-;-	2385	20	28	41	20	31	16	33	13	430	566	803	802	11	9	7	9	14	20	12	29	8	5	10	7
XLOC_009185	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	615038;616623;616706;616706;618185;618185	616655;616655;618134;618134;618448;618405	-;-;-;-;-;-	3311	1062	934	1509	1047	275	563	670	527	2039	2083	2067	3025	2256	2442	2138	2379	4625	3595	4140	3890	3020	3335	3340	2962
XLOC_009186	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	619687;619897;620029;620029;620077;620189;620196;620209;620374;620374;620374;620503;620503;620503	619978;619978;620130;620137;620130;620324;620324;620324;620417;620417;620417;620632;620507;620780	-;-;-;-;-;-;-;-;-;-;-;-;-;-	859	225	257	325	278	104	159	144	114	546	585	569	638	570	490	473	389	602	512	561	562	540	694	526	508
XLOC_009187	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	626475;626475;627050;627175;627176;627178;627423;627423;627423;628324;628324	627119;627117;627116;627376;627376;627376;628277;628277;627828;628609;628439	-;-;-;-;-;-;-;-;-;-;-	1988	967	833	1303	789	368	550	724	728	1763	1792	1982	2526	1020	1551	1072	1508	2519	1639	2351	1809	2178	2264	2219	1880
XLOC_009188	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	634420;634501;636184;636184;637128;637664;638117;638117	636131;636131;637076;636973;638067;638067;639212;639504	-;-;-;-;-;-;-;-	4933	1210	1147	1305	760	376	868	1107	787	5756	6337	8007	8397	4229	7049	5027	6733	6829	4273	6092	4168	5136	4382	5085	5131
XLOC_009189	scaffold_018;scaffold_018;scaffold_018	645254;645424;646898	645357;646842;647630	-;-;-	2256	47	57	42	49	41	25	38	37	28	37	48	41	18	43	20	50	23	4	29	6	19	25	15	6
XLOC_009190	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	649026;649513;649696;649696;650343;650372	649634;649634;650287;650287;653199;650476	-;-;-;-;-;-	4058	93	86	143	81	35	31	27	26	239	254	269	240	92	102	89	82	58	46	54	49	84	98	66	88
XLOC_009191	scaffold_018	655443	656450	-	1008	241	195	299	186	91	98	128	143	374	459	455	558	232	288	199	256	428	299	381	343	305	257	291	236
XLOC_009192	scaffold_018	657931	658242	-	312	0	0	3	0	3	1	3	1	17	12	25	21	3	0	0	0	2	3	0	0	2	2	3	0
XLOC_009193	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	659861;660707;660974;660974;661382;661382	660864;660864;661108;661108;662267;661847	-;-;-;-;-;-	2025	43	28	27	31	39	24	36	22	68	49	59	62	38	52	25	40	28	35	23	41	58	36	50	36
XLOC_009194	scaffold_018;scaffold_018	668075;672844	672739;672891	-;-	4713	116	123	197	151	51	85	97	51	406	306	306	365	193	270	223	289	523	439	439	441	316	386	403	337
XLOC_009195	scaffold_018;scaffold_018	673518;674008	673947;674102	-;-	525	1684	1509	2830	1652	557	619	1040	1027	3535	3695	4179	5295	823	543	720	400	524	415	557	580	960	1514	449	867
XLOC_009196	scaffold_018	677128	679455	-	2328	64	111	139	116	40	49	56	22	281	218	214	278	70	94	83	82	136	119	154	108	104	138	83	118
XLOC_009197	scaffold_018	681345	683746	-	2402	9	8	6	10	5	3	18	4	30	15	17	26	67	119	73	78	66	79	48	66	94	69	111	63
XLOC_009198	scaffold_018	691707	692552	-	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_009199	scaffold_018;scaffold_018	693043;693514	693441;694551	-;-	1437	1	3	9	3	8	5	5	3	7	5	2	10	5	8	10	6	7	4	5	8	5	3	3	4
XLOC_009200	scaffold_018;scaffold_018;scaffold_018;scaffold_018	694770;695153;695330;695400	695088;695268;695351;695560	-;-;-;-	618	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	2	1	1
XLOC_009201	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	697336;697482;698412;699443;699443;700460;700468	699391;698303;699391;700419;699578;700834;701112	-;-;-;-;-;-;-	3686	5	21	15	5	6	5	12	8	12	1	9	8	22	33	19	13	23	24	11	22	37	18	12	18
XLOC_009202	scaffold_018;scaffold_018;scaffold_018	709809;710902;711347	710849;711288;711475	-;-;-	1557	690	619	1070	746	213	154	363	121	3792	3974	4695	4971	53	68	30	37	2669	1402	2495	1538	57	59	54	51
XLOC_009203	scaffold_018	716425	717303	-	879	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
XLOC_009204	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	719651;719651;719651;719881;722770;722808;722902;723104	722722;722722;722722;722367;724220;724220;724170;724084	-;-;-;-;-;-;-;-	4523	568	461	724	541	258	286	358	287	1202	1155	1096	1396	717	887	708	696	859	859	849	829	882	939	906	751
XLOC_009205	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	724407;724501;726333;726526;726526	726479;725883;726479;727437;727323	-;-;-;-;-	2985	92	121	131	105	63	80	78	72	131	153	178	182	80	106	67	109	279	247	246	177	39	43	52	41
XLOC_009206	scaffold_018	729676	730408	-	733	25	30	81	61	0	4	4	0	127	82	79	72	0	0	1	0	13	3	11	0	0	0	0	0
XLOC_009207	scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018;scaffold_018	738123;738123;738123;738123;738123;738123;738123;738179;738666;738666;738666;738668;738673;738679;738697;738706;738860;738923;738923;738923;738923;738923;738923;738923;739027;739027;739027;739027;739027;739027;739053	738611;738600;738600;738600;738600;738631;738600;738600;738813;738813;738813;738813;738813;738813;738813;738813;738882;738953;738953;738953;738953;738953;738979;738953;739043;739222;739222;739204;739208;739167;739212	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	933	9727	8806	13307	10306	2207	3557	4407	2620	20437	21542	20343	25407	19405	23385	19044	19355	33061	21874	30279	25136	30771	38837	29072	30851
XLOC_009208	scaffold_018	742734	744041	-	1308	14	11	27	17	20	13	18	28	52	74	71	98	56	87	37	76	72	30	68	38	59	8	50	14
XLOC_009209	scaffold_018	744802	746613	-	1812	1	13	5	7	7	6	5	8	8	15	24	14	12	19	11	16	18	12	17	13	16	6	9	9
XLOC_009210	scaffold_018;scaffold_018	747348;748038	749803;749138	-;-	2456	111	125	166	120	73	89	131	89	250	243	289	364	266	351	204	318	424	252	349	272	244	234	333	240
